rank_date,rank,country_full,country_abrv,total_points,previous_points,rank_change,confederation
12-05-2004,199,US Virgin Islands,VIR,0,48,0,CONCACAF
12-05-2004,200,Puerto Rico,PUR,0,37,0,CONCACAF
12-05-2004,201,Turks and Caicos Islands,TCA,0,26,0,CONCACAF
12-05-2004,202,Guam,GUM,0,18,0,AFC
12-05-2004,203,American Samoa,ASA,0,17,0,OFC
12-05-2004,204,Montserrat,MSR,0,7,0,CONCACAF
09-06-2004,1,Brazil,BRA,0,838,0,CONMEBOL
09-06-2004,2,France,FRA,0,819,0,UEFA
09-06-2004,3,Spain,ESP,0,784,0,UEFA
09-06-2004,4,Mexico,MEX,0,738,2,CONCACAF
09-06-2004,5,Turkey,TUR,0,737,2,UEFA
09-06-2004,5,Argentina,ARG,0,741,0,CONMEBOL
09-06-2004,5,Netherlands,NED,0,744,-1,UEFA
09-06-2004,8,Germany,GER,0,723,1,UEFA
09-06-2004,9,USA,USA,0,724,-1,CONCACAF
09-06-2004,10,Italy,ITA,0,717,1,UEFA
09-06-2004,11,Czech Republic,CZE,0,720,-1,UEFA
09-06-2004,12,Cameroon,CMR,0,714,0,CAF
09-06-2004,13,England,ENG,0,714,-1,UEFA
09-06-2004,14,Republic of Ireland,IRL,0,697,1,UEFA
09-06-2004,15,Denmark,DEN,0,700,-1,UEFA
09-06-2004,16,Nigeria,NGA,0,683,0,CAF
09-06-2004,17,Belgium,BEL,0,674,0,UEFA
09-06-2004,18,Sweden,SWE,0,660,3,UEFA
09-06-2004,19,IR Iran,IRN,0,666,-1,AFC
09-06-2004,20,Korea Republic,KOR,0,665,-1,AFC
09-06-2004,20,Croatia,CRO,0,655,5,UEFA
09-06-2004,22,Portugal,POR,0,662,-2,UEFA
09-06-2004,23,Japan,JPN,0,655,2,AFC
09-06-2004,24,Saudi Arabia,KSA,0,658,-1,AFC
09-06-2004,25,Paraguay,PAR,0,655,0,CONMEBOL
09-06-2004,26,Costa Rica,CRC,0,659,-4,CONCACAF
09-06-2004,26,Senegal,SEN,0,651,5,CAF
09-06-2004,26,Poland,POL,0,653,3,UEFA
09-06-2004,29,Egypt,EGY,0,638,5,CAF
09-06-2004,29,Uruguay,URU,0,655,-4,CONMEBOL
09-06-2004,31,Romania,ROU,0,658,-8,UEFA
09-06-2004,31,Russia,RUS,0,652,-1,UEFA
09-06-2004,33,Morocco,MAR,0,642,-1,CAF
09-06-2004,33,Tunisia,TUN,0,639,0,CAF
09-06-2004,35,Greece,GRE,0,638,-1,UEFA
09-06-2004,36,Norway,NOR,0,619,0,UEFA
09-06-2004,37,Colombia,COL,0,619,-1,CONMEBOL
09-06-2004,37,Ecuador,ECU,0,598,4,CONMEBOL
09-06-2004,39,South Africa,RSA,0,610,1,CAF
09-06-2004,40,Bulgaria,BUL,0,618,-2,UEFA
09-06-2004,41,Slovenia,SVN,0,617,-2,UEFA
09-06-2004,42,Jordan,JOR,0,588,1,AFC
09-06-2004,42,Finland,FIN,0,594,0,UEFA
09-06-2004,44,Serbia and Montenegro,SCG,0,583,1,UEFA
09-06-2004,45,Iraq,IRQ,0,584,-1,AFC
09-06-2004,46,Mali,MLI,0,583,-1,CAF
09-06-2004,47,Switzerland,SUI,0,578,0,UEFA
09-06-2004,48,Zimbabwe,ZIM,0,563,0,CAF
09-06-2004,49,Australia,AUS,0,486,40,AFC
09-06-2004,50,Venezuela,VEN,0,562,-1,CONMEBOL
09-06-2004,51,Jamaica,JAM,0,560,-1,CONCACAF
09-06-2004,52,Algeria,ALG,0,550,1,CAF
09-06-2004,53,Latvia,LVA,0,551,-1,UEFA
09-06-2004,54,Qatar,QAT,0,545,3,AFC
09-06-2004,55,Scotland,SCO,0,534,8,UEFA
09-06-2004,55,Honduras,HON,0,552,-4,CONCACAF
09-06-2004,57,Israel,ISR,0,545,0,UEFA
09-06-2004,57,Bahrain,BHR,0,542,3,AFC
09-06-2004,59,Kuwait,KUW,0,548,-5,AFC
09-06-2004,60,Wales,WAL,0,527,6,UEFA
09-06-2004,61,Slovakia,SVK,0,548,-7,UEFA
09-06-2004,61,Thailand,THA,0,544,-2,AFC
09-06-2004,63,Oman,OMA,0,535,-2,AFC
09-06-2004,64,Bosnia and Herzegovina,BIH,0,535,-3,UEFA
09-06-2004,65,Iceland,ISL,0,547,-9,UEFA
09-06-2004,65,Congo DR,COD,0,534,-2,CAF
09-06-2004,65,China PR,CHN,0,525,2,AFC
09-06-2004,65,Chile,CHI,0,510,12,CONMEBOL
09-06-2004,69,Ivory Coast,CIV,0,512,6,CAF
09-06-2004,70,Austria,AUT,0,516,3,UEFA
09-06-2004,71,Ukraine,UKR,0,528,-6,UEFA
09-06-2004,72,Peru,PER,0,504,9,CONMEBOL
09-06-2004,73,Burkina Faso,BFA,0,517,-1,CAF
09-06-2004,74,Hungary,HUN,0,522,-6,UEFA
09-06-2004,75,Estonia,EST,0,518,-4,UEFA
09-06-2004,76,United Arab Emirates,UAE,0,519,-6,AFC
09-06-2004,77,Trinidad and Tobago,TRI,0,512,-2,CONCACAF
09-06-2004,77,Zambia,ZAM,0,507,3,CAF
09-06-2004,79,Kenya,KEN,0,514,-5,CAF
09-06-2004,80,New Zealand,NZL,0,464,15,OFC
09-06-2004,80,Cuba,CUB,0,510,-3,CONCACAF
09-06-2004,82,Libya,LBY,0,522,-14,CAF
09-06-2004,83,Uzbekistan,UZB,0,510,-6,AFC
09-06-2004,83,Syria,SYR,0,491,2,AFC
09-06-2004,85,Angola,ANG,0,487,2,CAF
09-06-2004,86,Belarus,BLR,0,499,-4,UEFA
09-06-2004,87,Guatemala,GUA,0,499,-5,CONCACAF
09-06-2004,88,Haiti,HAI,0,489,-2,CONCACAF
09-06-2004,89,Ghana,GHA,0,492,-5,CAF
09-06-2004,90,Turkmenistan,TKM,0,487,-3,AFC
09-06-2004,91,Albania,ALB,0,481,0,UEFA
09-06-2004,92,Guinea,GUI,0,475,0,CAF
09-06-2004,93,FYR Macedonia,MKD,0,483,-3,UEFA
09-06-2004,94,Togo,TOG,0,453,5,CAF
09-06-2004,95,Canada,CAN,0,473,-2,CONCACAF
09-06-2004,96,Vietnam,VIE,0,465,-2,AFC
09-06-2004,97,Indonesia,IDN,0,464,-2,AFC
09-06-2004,97,Bolivia,BOL,0,439,6,CONMEBOL
09-06-2004,97,Uganda,UGA,0,446,4,CAF
09-06-2004,100,Rwanda,RWA,0,454,-2,CAF
09-06-2004,101,Malawi,MWI,0,428,5,CAF
09-06-2004,102,Cyprus,CYP,0,463,-5,UEFA
09-06-2004,102,Georgia,GEO,0,453,-3,UEFA
09-06-2004,104,El Salvador,SLV,0,446,-3,CONCACAF
09-06-2004,105,Sudan,SDN,0,427,2,CAF
09-06-2004,106,Liberia,LBR,0,403,9,CAF
09-06-2004,107,Congo,CGO,0,430,-2,CAF
09-06-2004,108,Moldova,MDA,0,438,-4,UEFA
09-06-2004,109,Lebanon,LIB,0,422,0,AFC
09-06-2004,110,Lithuania,LTU,0,426,-2,UEFA
09-06-2004,110,Northern Ireland,NIR,0,404,4,UEFA
09-06-2004,112,Azerbaijan,AZE,0,398,4,UEFA
09-06-2004,113,Barbados,BRB,0,415,-2,CONCACAF
09-06-2004,114,Singapore,SIN,0,421,-4,AFC
09-06-2004,115,Botswana,BOT,0,407,-2,CAF
09-06-2004,116,Armenia,ARM,0,411,-4,UEFA
09-06-2004,117,Tahiti,TAH,0,336,18,OFC
09-06-2004,118,Mauritius,MRI,0,395,0,CAF
09-06-2004,118,Malaysia,MAS,0,396,-1,AFC
09-06-2004,120,Panama,PAN,0,392,0,CONCACAF
09-06-2004,120,St Kitts and Nevis,SKN,0,392,0,CONCACAF
09-06-2004,122,Gabon,GAB,0,395,-4,CAF
09-06-2004,122,Benin,BEN,0,377,3,CAF
09-06-2004,124,Swaziland,SWZ,0,392,-4,CAF
09-06-2004,125,Korea DPR,PRK,0,391,-2,AFC
09-06-2004,126,Mozambique,MOZ,0,371,2,CAF
09-06-2004,127,Madagascar,MAD,0,379,-3,CAF
09-06-2004,128,Lesotho,LES,0,376,-2,CAF
09-06-2004,128,St Lucia,LCA,0,372,-1,CONCACAF
09-06-2004,130,Solomon Islands,SOL,0,255,24,OFC
09-06-2004,131,Malta,MLT,0,360,-2,UEFA
09-06-2004,132,Palestine,PLE,0,360,-3,AFC
09-06-2004,133,Fiji,FIJ,0,279,16,OFC
09-06-2004,134,Faroe Islands,FRO,0,355,-3,UEFA
09-06-2004,135,Yemen,YEM,0,349,-3,AFC
09-06-2004,136,Tajikistan,TJK,0,346,-3,AFC
09-06-2004,137,Ethiopia,ETH,0,341,-3,CAF
09-06-2004,138,Grenada,GRN,0,289,7,CONCACAF
09-06-2004,139,Sri Lanka,SRI,0,322,-2,AFC
09-06-2004,140,Kazakhstan,KAZ,0,323,-4,UEFA
09-06-2004,141,Maldives,MDV,0,308,-1,AFC
09-06-2004,142,Vanuatu,VAN,0,224,19,OFC
09-06-2004,143,India,IND,0,310,-4,AFC
09-06-2004,144,Gambia,GAM,0,311,-6,CAF
09-06-2004,145,Hong Kong,HKG,0,307,-4,AFC
09-06-2004,146,Cape Verde Islands,CPV,0,301,-2,CAF
09-06-2004,147,Myanmar,MYA,0,303,-4,AFC
09-06-2004,148,Andorra,AND,0,288,-2,UEFA
09-06-2004,149,Namibia,NAM,0,306,-7,CAF
09-06-2004,150,Burundi,BDI,0,287,-3,CAF
09-06-2004,151,Sierra Leone,SLE,0,285,-3,CAF
09-06-2004,152,Liechtenstein,LIE,0,278,-2,UEFA
09-06-2004,153,Chinese Taipei,TPE,0,276,-2,AFC
09-06-2004,154,Suriname,SUR,0,274,-2,CONCACAF
09-06-2004,155,Bangladesh,BAN,0,260,-2,AFC
09-06-2004,156,Luxembourg,LUX,0,254,-1,UEFA
09-06-2004,157,Chad,CHA,0,251,-1,CAF
09-06-2004,158,Kyrgyz Republic,KGZ,0,245,0,AFC
09-06-2004,159,Eritrea,ERI,0,249,-2,CAF
09-06-2004,160,Papua New Guinea,PNG,0,165,18,OFC
09-06-2004,161,Nicaragua,NCA,0,224,0,CONCACAF
09-06-2004,162,Antigua and Barbuda,ATG,0,232,-3,CONCACAF
09-06-2004,163,St Vincent and the Grenadines,VIN,0,217,3,CONCACAF
09-06-2004,164,Equatorial Guinea,EQG,0,224,-3,CAF
09-06-2004,164,Bermuda,BER,0,222,0,CONCACAF
09-06-2004,166,Tanzania,TAN,0,226,-6,CAF
09-06-2004,167,San Marino,SMR,0,221,-2,UEFA
09-06-2004,168,Dominica,DMA,0,210,-1,CONCACAF
09-06-2004,169,Seychelles,SEY,0,209,-1,CAF
09-06-2004,170,Niger,NIG,0,206,-1,CAF
09-06-2004,171,Netherlands Antilles,ANT,0,202,1,CONCACAF
09-06-2004,172,Dominican Republic,DOM,0,204,-1,CONCACAF
09-06-2004,173,Mauritania,MTN,0,205,-3,CAF
09-06-2004,174,Nepal,NEP,0,202,-2,AFC
09-06-2004,175,Laos,LAO,0,200,-1,AFC
09-06-2004,176,Pakistan,PAK,0,197,-1,AFC
09-06-2004,177,Samoa,SAM,0,155,4,OFC
09-06-2004,178,Central African Republic,CTA,0,177,-2,CAF
09-06-2004,179,British Virgin Islands,VGB,0,173,-2,CONCACAF
09-06-2004,180,Belize,BLZ,0,158,-1,CONCACAF
09-06-2004,181,Guyana,GUY,0,156,-1,CONCACAF
09-06-2004,182,Tonga,TGA,0,131,3,OFC
09-06-2004,183,Cayman Islands,CAY,0,144,-1,CONCACAF
09-06-2004,184,Cambodia,CAM,0,143,-1,AFC
09-06-2004,185,Mongolia,MNG,0,138,-1,AFC
09-06-2004,186,New Caledonia,NCL,0,0,0,OFC
09-06-2004,187,Macau,MAC,0,118,-1,AFC
09-06-2004,188,Guinea-Bissau,GNB,0,114,-1,CAF
09-06-2004,189,Bhutan,BHU,0,110,-1,AFC
09-06-2004,190,Cook Islands,COK,0,95,2,OFC
09-06-2004,191,Philippines,PHI,0,103,-2,AFC
09-06-2004,192,Bahamas,BAH,0,100,-2,CONCACAF
09-06-2004,193,Somalia,SOM,0,96,-2,CAF
09-06-2004,194,São Tomé e Príncipe,STP,0,91,-1,CAF
09-06-2004,195,Brunei Darussalam,BRU,0,77,-1,AFC
09-06-2004,196,Aruba,ARU,0,73,-1,CONCACAF
09-06-2004,197,Anguilla,AIA,0,67,-1,CONCACAF
09-06-2004,198,Afghanistan,AFG,0,64,-1,AFC
09-06-2004,199,Djibouti,DJI,0,52,-1,CAF
09-06-2004,200,US Virgin Islands,VIR,0,48,-1,CONCACAF
09-06-2004,201,Puerto Rico,PUR,0,37,-1,CONCACAF
09-06-2004,202,Turks and Caicos Islands,TCA,0,26,-1,CONCACAF
09-06-2004,203,American Samoa,ASA,0,17,0,OFC
09-06-2004,204,Guam,GUM,0,18,-2,AFC
09-06-2004,205,Montserrat,MSR,0,6,-1,CONCACAF
07-07-2004,1,Brazil,BRA,0,842,0,CONMEBOL
07-07-2004,2,France,FRA,0,812,0,UEFA
07-07-2004,3,Spain,ESP,0,785,0,UEFA
07-07-2004,4,Czech Republic,CZE,0,719,7,UEFA
07-07-2004,5,Netherlands,NED,0,733,0,UEFA
07-07-2004,6,Mexico,MEX,0,735,-2,CONCACAF
07-07-2004,7,USA,USA,0,724,2,CONCACAF
07-07-2004,8,England,ENG,0,711,5,UEFA
07-07-2004,9,Italy,ITA,0,723,1,UEFA
07-07-2004,10,Turkey,TUR,0,733,-5,UEFA
07-07-2004,11,Argentina,ARG,0,733,-6,CONMEBOL
07-07-2004,12,Germany,GER,0,726,-4,UEFA
07-07-2004,12,Portugal,POR,0,661,10,UEFA
07-07-2004,14,Greece,GRE,0,627,21,UEFA
07-07-2004,15,Denmark,DEN,0,696,0,UEFA
07-07-2004,16,Cameroon,CMR,0,717,-4,CAF
07-07-2004,16,Republic of Ireland,IRL,0,705,-2,UEFA
07-07-2004,18,Nigeria,NGA,0,691,-2,CAF
07-07-2004,19,Sweden,SWE,0,667,-1,UEFA
07-07-2004,20,Korea Republic,KOR,0,662,0,AFC
07-07-2004,21,Saudi Arabia,KSA,0,657,3,AFC
07-07-2004,21,IR Iran,IRN,0,663,-2,AFC
07-07-2004,23,Croatia,CRO,0,662,-3,UEFA
07-07-2004,24,Belgium,BEL,0,670,-7,UEFA
07-07-2004,24,Japan,JPN,0,658,-1,AFC
07-07-2004,26,Russia,RUS,0,645,5,UEFA
07-07-2004,27,Poland,POL,0,652,-1,UEFA
07-07-2004,28,Senegal,SEN,0,652,-2,CAF
07-07-2004,29,Paraguay,PAR,0,654,-4,CONMEBOL
07-07-2004,29,Costa Rica,CRC,0,652,-3,CONCACAF
07-07-2004,31,Morocco,MAR,0,639,2,CAF
07-07-2004,32,Uruguay,URU,0,649,-3,CONMEBOL
07-07-2004,32,Romania,ROU,0,645,-1,UEFA
07-07-2004,34,Egypt,EGY,0,649,-5,CAF
07-07-2004,35,Tunisia,TUN,0,639,-2,CAF
07-07-2004,36,Colombia,COL,0,615,1,CONMEBOL
07-07-2004,37,Ecuador,ECU,0,615,0,CONMEBOL
07-07-2004,38,Norway,NOR,0,616,-2,UEFA
07-07-2004,39,South Africa,RSA,0,613,0,CAF
07-07-2004,40,Jordan,JOR,0,586,2,AFC
07-07-2004,41,Bulgaria,BUL,0,609,-1,UEFA
07-07-2004,42,Slovenia,SVN,0,608,-1,UEFA
07-07-2004,43,Iraq,IRQ,0,580,2,AFC
07-07-2004,44,Finland,FIN,0,586,-2,UEFA
07-07-2004,45,Switzerland,SUI,0,576,2,UEFA
07-07-2004,46,Zimbabwe,ZIM,0,560,2,CAF
07-07-2004,46,Mali,MLI,0,579,0,CAF
07-07-2004,48,Serbia and Montenegro,SCG,0,581,-4,UEFA
07-07-2004,49,Jamaica,JAM,0,553,2,CONCACAF
07-07-2004,50,Venezuela,VEN,0,554,0,CONMEBOL
07-07-2004,51,Bahrain,BHR,0,546,6,AFC
07-07-2004,52,Australia,AUS,0,558,-3,AFC
07-07-2004,53,Latvia,LVA,0,551,0,UEFA
07-07-2004,54,Qatar,QAT,0,550,0,AFC
07-07-2004,54,Honduras,HON,0,547,1,CONCACAF
07-07-2004,56,Kuwait,KUW,0,544,3,AFC
07-07-2004,57,Algeria,ALG,0,552,-5,CAF
07-07-2004,58,Oman,OMA,0,538,5,AFC
07-07-2004,59,Scotland,SCO,0,547,-4,UEFA
07-07-2004,60,Israel,ISR,0,546,-3,UEFA
07-07-2004,61,Wales,WAL,0,543,-1,UEFA
07-07-2004,62,Ivory Coast,CIV,0,525,7,CAF
07-07-2004,63,Trinidad and Tobago,TRI,0,515,14,CONCACAF
07-07-2004,64,Thailand,THA,0,542,-3,AFC
07-07-2004,64,China PR,CHN,0,527,1,AFC
07-07-2004,66,Slovakia,SVK,0,542,-5,UEFA
07-07-2004,66,Chile,CHI,0,527,-1,CONMEBOL
07-07-2004,66,Cuba,CUB,0,510,14,CONCACAF
07-07-2004,69,Congo DR,COD,0,527,-4,CAF
07-07-2004,70,Libya,LBY,0,508,12,CAF
07-07-2004,71,United Arab Emirates,UAE,0,516,5,AFC
07-07-2004,71,Ghana,GHA,0,486,18,CAF
07-07-2004,73,Bosnia and Herzegovina,BIH,0,529,-9,UEFA
07-07-2004,74,Zambia,ZAM,0,515,3,CAF
07-07-2004,75,Iceland,ISL,0,527,-10,UEFA
07-07-2004,75,Peru,PER,0,522,-3,CONMEBOL
07-07-2004,77,Ukraine,UKR,0,523,-6,UEFA
07-07-2004,78,Hungary,HUN,0,519,-4,UEFA
07-07-2004,78,Angola,ANG,0,503,7,CAF
07-07-2004,80,Burkina Faso,BFA,0,520,-7,CAF
07-07-2004,80,Uzbekistan,UZB,0,504,3,AFC
07-07-2004,82,Estonia,EST,0,517,-7,UEFA
07-07-2004,83,New Zealand,NZL,0,510,-3,OFC
07-07-2004,84,Syria,SYR,0,504,-1,AFC
07-07-2004,85,Belarus,BLR,0,502,1,UEFA
07-07-2004,86,Kenya,KEN,0,513,-7,CAF
07-07-2004,86,Austria,AUT,0,524,-16,UEFA
07-07-2004,88,Guatemala,GUA,0,493,-1,CONCACAF
07-07-2004,88,Guinea,GUI,0,479,4,CAF
07-07-2004,90,Canada,CAN,0,466,5,CONCACAF
07-07-2004,91,Haiti,HAI,0,487,-3,CONCACAF
07-07-2004,92,FYR Macedonia,MKD,0,474,1,UEFA
07-07-2004,93,Turkmenistan,TKM,0,483,-3,AFC
07-07-2004,94,Albania,ALB,0,481,-3,UEFA
07-07-2004,95,Togo,TOG,0,471,-1,CAF
07-07-2004,96,Indonesia,IDN,0,462,1,AFC
07-07-2004,97,Congo,CGO,0,426,10,CAF
07-07-2004,98,Rwanda,RWA,0,449,2,CAF
07-07-2004,99,Bolivia,BOL,0,462,-2,CONMEBOL
07-07-2004,100,Uganda,UGA,0,462,-3,CAF
07-07-2004,100,Vietnam,VIE,0,463,-4,AFC
07-07-2004,102,El Salvador,SLV,0,442,2,CONCACAF
07-07-2004,103,Malawi,MWI,0,446,-2,CAF
07-07-2004,104,Cyprus,CYP,0,445,-2,UEFA
07-07-2004,105,Georgia,GEO,0,445,-3,UEFA
07-07-2004,106,Panama,PAN,0,393,14,CONCACAF
07-07-2004,107,Sudan,SDN,0,431,-2,CAF
07-07-2004,108,St Kitts and Nevis,SKN,0,393,12,CONCACAF
07-07-2004,109,Botswana,BOT,0,410,6,CAF
07-07-2004,109,Lebanon,LIB,0,423,0,AFC
07-07-2004,111,Moldova,MDA,0,425,-3,UEFA
07-07-2004,112,Northern Ireland,NIR,0,421,-2,UEFA
07-07-2004,113,Liberia,LBR,0,430,-7,CAF
07-07-2004,114,Korea DPR,PRK,0,388,11,AFC
07-07-2004,115,Lithuania,LTU,0,421,-5,UEFA
07-07-2004,116,Barbados,BRB,0,416,-3,CONCACAF
07-07-2004,117,Singapore,SIN,0,415,-3,AFC
07-07-2004,118,Armenia,ARM,0,408,-2,UEFA
07-07-2004,119,Azerbaijan,AZE,0,417,-7,UEFA
07-07-2004,120,Benin,BEN,0,391,2,CAF
07-07-2004,121,Gabon,GAB,0,391,1,CAF
07-07-2004,122,Tahiti,TAH,0,398,-5,OFC
07-07-2004,122,Malaysia,MAS,0,394,-4,AFC
07-07-2004,122,Mauritius,MRI,0,394,-4,CAF
07-07-2004,125,Swaziland,SWZ,0,389,-1,CAF
07-07-2004,126,Mozambique,MOZ,0,378,0,CAF
07-07-2004,127,St Lucia,LCA,0,371,1,CONCACAF
07-07-2004,128,Solomon Islands,SOL,0,362,2,OFC
07-07-2004,128,Madagascar,MAD,0,374,-1,CAF
07-07-2004,130,Lesotho,LES,0,371,-2,CAF
07-07-2004,131,Fiji,FIJ,0,359,2,OFC
07-07-2004,132,Palestine,PLE,0,360,0,AFC
07-07-2004,132,Malta,MLT,0,361,-1,UEFA
07-07-2004,134,Yemen,YEM,0,348,1,AFC
07-07-2004,134,Cape Verde Islands,CPV,0,300,12,CAF
07-07-2004,136,Tajikistan,TJK,0,345,0,AFC
07-07-2004,136,Faroe Islands,FRO,0,350,-2,UEFA
07-07-2004,138,Grenada,GRN,0,329,0,CONCACAF
07-07-2004,139,Ethiopia,ETH,0,336,-2,CAF
07-07-2004,140,Sri Lanka,SRI,0,318,-1,AFC
07-07-2004,140,Maldives,MDV,0,315,1,AFC
07-07-2004,142,Vanuatu,VAN,0,313,0,OFC
07-07-2004,143,India,IND,0,312,0,AFC
07-07-2004,144,Kazakhstan,KAZ,0,317,-4,UEFA
07-07-2004,145,Hong Kong,HKG,0,305,0,AFC
07-07-2004,146,Gambia,GAM,0,307,-2,CAF
07-07-2004,147,Myanmar,MYA,0,299,0,AFC
07-07-2004,147,Suriname,SUR,0,271,7,CONCACAF
07-07-2004,149,Namibia,NAM,0,292,0,CAF
07-07-2004,149,Andorra,AND,0,296,-1,UEFA
07-07-2004,151,Burundi,BDI,0,282,-1,CAF
07-07-2004,152,Sierra Leone,SLE,0,281,-1,CAF
07-07-2004,153,Liechtenstein,LIE,0,277,-1,UEFA
07-07-2004,153,St Vincent and the Grenadines,VIN,0,229,10,CONCACAF
07-07-2004,155,Chinese Taipei,TPE,0,272,-2,AFC
07-07-2004,156,Kyrgyz Republic,KGZ,0,245,2,AFC
07-07-2004,157,Bangladesh,BAN,0,256,-2,AFC
07-07-2004,157,Luxembourg,LUX,0,254,-1,UEFA
07-07-2004,159,Chad,CHA,0,248,-2,CAF
07-07-2004,160,Nicaragua,NCA,0,234,1,CONCACAF
07-07-2004,161,Eritrea,ERI,0,243,-2,CAF
07-07-2004,162,Bermuda,BER,0,223,2,CONCACAF
07-07-2004,163,Antigua and Barbuda,ATG,0,231,-1,CONCACAF
07-07-2004,164,Papua New Guinea,PNG,0,237,-4,OFC
07-07-2004,165,Equatorial Guinea,EQG,0,223,-1,CAF
07-07-2004,165,Tanzania,TAN,0,221,1,CAF
07-07-2004,167,Dominica,DMA,0,209,1,CONCACAF
07-07-2004,168,San Marino,SMR,0,217,-1,UEFA
07-07-2004,169,Dominican Republic,DOM,0,202,3,CONCACAF
07-07-2004,169,Netherlands Antilles,ANT,0,203,2,CONCACAF
07-07-2004,171,Seychelles,SEY,0,205,-2,CAF
07-07-2004,172,Niger,NIG,0,204,-2,CAF
07-07-2004,173,Laos,LAO,0,198,2,AFC
07-07-2004,173,Mauritania,MTN,0,201,0,CAF
07-07-2004,175,Nepal,NEP,0,200,-1,AFC
07-07-2004,176,Pakistan,PAK,0,195,0,AFC
07-07-2004,177,Samoa,SAM,0,180,0,OFC
07-07-2004,178,Central African Republic,CTA,0,175,0,CAF
07-07-2004,179,British Virgin Islands,VGB,0,171,0,CONCACAF
07-07-2004,180,Belize,BLZ,0,156,0,CONCACAF
07-07-2004,181,Guyana,GUY,0,155,0,CONCACAF
07-07-2004,182,Tonga,TGA,0,154,0,OFC
07-07-2004,183,Cayman Islands,CAY,0,142,0,CONCACAF
07-07-2004,184,Cambodia,CAM,0,140,0,AFC
07-07-2004,185,Mongolia,MNG,0,136,0,AFC
07-07-2004,186,New Caledonia,NCL,0,119,0,OFC
07-07-2004,187,Macau,MAC,0,116,0,AFC
07-07-2004,187,Guinea-Bissau,GNB,0,114,1,CAF
07-07-2004,189,Bhutan,BHU,0,109,0,AFC
07-07-2004,190,Cook Islands,COK,0,103,0,OFC
07-07-2004,191,Philippines,PHI,0,101,0,AFC
07-07-2004,192,Bahamas,BAH,0,99,0,CONCACAF
07-07-2004,193,Somalia,SOM,0,95,0,CAF
07-07-2004,194,São Tomé e Príncipe,STP,0,91,0,CAF
07-07-2004,195,Brunei Darussalam,BRU,0,76,0,AFC
07-07-2004,196,Aruba,ARU,0,72,0,CONCACAF
07-07-2004,197,Anguilla,AIA,0,66,0,CONCACAF
07-07-2004,198,Afghanistan,AFG,0,64,0,AFC
07-07-2004,199,Djibouti,DJI,0,51,0,CAF
07-07-2004,200,US Virgin Islands,VIR,0,47,0,CONCACAF
07-07-2004,201,Puerto Rico,PUR,0,36,0,CONCACAF
07-07-2004,202,Turks and Caicos Islands,TCA,0,26,0,CONCACAF
07-07-2004,203,American Samoa,ASA,0,20,0,OFC
07-07-2004,204,Guam,GUM,0,18,0,AFC
07-07-2004,205,Montserrat,MSR,0,6,0,CONCACAF
04-08-2004,1,Brazil,BRA,0,835,0,CONMEBOL
04-08-2004,2,France,FRA,0,813,0,UEFA
04-08-2004,3,Spain,ESP,0,792,0,UEFA
04-08-2004,4,Argentina,ARG,0,722,7,CONMEBOL
04-08-2004,5,Czech Republic,CZE,0,762,-1,UEFA
04-08-2004,6,Netherlands,NED,0,748,-1,UEFA
04-08-2004,7,England,ENG,0,733,1,UEFA
04-08-2004,8,Mexico,MEX,0,743,-2,CONCACAF
04-08-2004,9,Italy,ITA,0,729,0,UEFA
04-08-2004,10,Turkey,TUR,0,723,0,UEFA
04-08-2004,10,USA,USA,0,735,-3,CONCACAF
04-08-2004,12,Portugal,POR,0,715,0,UEFA
04-08-2004,13,Germany,GER,0,715,-1,UEFA
04-08-2004,14,Greece,GRE,0,710,0,UEFA
04-08-2004,15,Denmark,DEN,0,706,0,UEFA
04-08-2004,16,Cameroon,CMR,0,702,0,CAF
04-08-2004,16,Republic of Ireland,IRL,0,702,0,UEFA
04-08-2004,18,Nigeria,NGA,0,697,0,CAF
04-08-2004,19,Uruguay,URU,0,638,13,CONMEBOL
04-08-2004,20,Japan,JPN,0,660,4,AFC
04-08-2004,20,Sweden,SWE,0,686,-1,UEFA
04-08-2004,22,Korea Republic,KOR,0,670,-2,AFC
04-08-2004,22,Paraguay,PAR,0,650,7,CONMEBOL
04-08-2004,24,IR Iran,IRN,0,664,-3,AFC
04-08-2004,25,Croatia,CRO,0,662,-2,UEFA
04-08-2004,26,Saudi Arabia,KSA,0,664,-5,AFC
04-08-2004,27,Russia,RUS,0,655,-1,UEFA
04-08-2004,28,Poland,POL,0,653,-1,UEFA
04-08-2004,28,Colombia,COL,0,622,8,CONMEBOL
04-08-2004,28,Costa Rica,CRC,0,650,1,CONCACAF
04-08-2004,31,Belgium,BEL,0,660,-7,UEFA
04-08-2004,31,Senegal,SEN,0,651,-3,CAF
04-08-2004,33,Morocco,MAR,0,646,-2,CAF
04-08-2004,34,Egypt,EGY,0,637,0,CAF
04-08-2004,35,Romania,ROU,0,638,-3,UEFA
04-08-2004,36,Tunisia,TUN,0,634,-1,CAF
04-08-2004,37,Jordan,JOR,0,605,3,AFC
04-08-2004,38,Norway,NOR,0,613,0,UEFA
04-08-2004,39,Ecuador,ECU,0,616,-2,CONMEBOL
04-08-2004,40,Iraq,IRQ,0,582,3,AFC
04-08-2004,41,South Africa,RSA,0,610,-2,CAF
04-08-2004,42,Bulgaria,BUL,0,602,-1,UEFA
04-08-2004,43,Slovenia,SVN,0,598,-1,UEFA
